epoch,accuracy,loss,val_accuracy,val_loss
31,0.6662864685058594,0.709092378616333,0.7515400648117065,0.6735454201698303
32,0.667198896408081,0.7020420432090759,0.7005475759506226,0.6908411979675293
33,0.668795645236969,0.7085524797439575,0.7275838255882263,0.6705284714698792
34,0.6685675382614136,0.6995305418968201,0.7450376749038696,0.6668570637702942
35,0.6859033107757568,0.693432629108429,0.7248460054397583,0.6412596106529236
36,0.7014142274856567,0.6774294376373291,0.7614647746086121,0.6275888681411743
37,0.6724452376365662,0.6957730054855347,0.7525667548179626,0.6594938635826111
38,0.6872718930244446,0.690665602684021,0.7532511949539185,0.6590617895126343
39,0.6779196858406067,0.6912338137626648,0.7553045749664307,0.6504548788070679
40,0.7034671306610107,0.6761209964752197,0.7703627943992615,0.6086353659629822
41,0.7050638794898987,0.6632195711135864,0.7700205445289612,0.6153650283813477
42,0.7148722410202026,0.6510317921638489,0.7775496244430542,0.6097559332847595
43,0.7144160866737366,0.6468690037727356,0.7590691447257996,0.6243299245834351
44,0.7230839133262634,0.6404404044151306,0.7535934448242188,0.5898883938789368
45,0.7189781069755554,0.6397521495819092,0.7785763144493103,0.6020680069923401
46,0.7463503479957581,0.6207872033119202,0.7861053943634033,0.562427282333374
47,0.7454379796981812,0.6171219348907471,0.7898699641227722,0.5597554445266724
48,0.7347171306610107,0.6209874153137207,0.7973990440368652,0.5707953572273254
49,0.7552463412284851,0.6086011528968811,0.7977412939071655,0.5551544427871704
50,0.7529653310775757,0.6104791164398193,0.7943189740180969,0.5457218885421753
51,0.7488594651222229,0.6064600944519043,0.775496244430542,0.5792967677116394
52,0.7611770033836365,0.5888965725898743,0.7796030044555664,0.5441064238548279
53,0.7550182342529297,0.5985662937164307,0.7929500341415405,0.5404109358787537
54,0.7623175382614136,0.5902248024940491,0.7566735148429871,0.5526431202888489
55,0.7689324617385864,0.5793083906173706,0.7997946739196777,0.5365415811538696
56,0.77349454164505,0.5785181522369385,0.7642025947570801,0.5765550136566162
57,0.7657390236854553,0.5781679749488831,0.7950034141540527,0.547723114490509
58,0.7757755517959595,0.5649840831756592,0.8124572038650513,0.5088702440261841
59,0.7862682342529297,0.5631704330444336,0.8066393136978149,0.503569483757019
60,0.7844434380531311,0.5467284917831421,0.8086926937103271,0.5008857846260071
61,0.7876368761062622,0.5400151014328003,0.8175907135009766,0.501649022102356
62,0.7931113243103027,0.5334442853927612,0.8234086036682129,0.5038345456123352
63,0.8004105687141418,0.534112811088562,0.824435293674469,0.49883419275283813
64,0.7867244482040405,0.5435121059417725,0.8158795237541199,0.48780256509780884
65,0.7896897792816162,0.5375919342041016,0.8316221833229065,0.4835330545902252
66,0.793795645236969,0.5312909483909607,0.8223819136619568,0.47897040843963623
67,0.7994982004165649,0.5233728885650635,0.824435293674469,0.4835146963596344
68,0.8001824617385864,0.5274105072021484,0.8360711932182312,0.4699876606464386
69,0.8115875720977783,0.5075990557670593,0.8008213639259338,0.5085957646369934
70,0.8010948896408081,0.5259958505630493,0.7871320843696594,0.5194265842437744
71,0.797901451587677,0.5138994455337524,0.8405202031135559,0.45966067910194397
72,0.806797444820404,0.4932252764701843,0.8329911231994629,0.45962387323379517
73,0.8125,0.49306610226631165,0.829226553440094,0.4566526412963867
74,0.8063412308692932,0.500241756439209,0.7977412939071655,0.49332067370414734
75,0.8163777589797974,0.485821396112442,0.8381245732307434,0.454507976770401
76,0.8200273513793945,0.48107001185417175,0.8097193837165833,0.4743732511997223
77,0.819343090057373,0.4857300817966461,0.8295688033103943,0.45889753103256226
78,0.8184306621551514,0.48599672317504883,0.8323066234588623,0.45258253812789917
79,0.827098548412323,0.47341060638427734,0.8398357033729553,0.43661943078041077
80,0.8302919864654541,0.4641771614551544,0.8360711932182312,0.4450680613517761
81,0.8266423344612122,0.4675294756889343,0.8302532434463501,0.444812536239624
82,0.8300638794898987,0.456653356552124,0.8377823233604431,0.43408137559890747
83,0.8264142274856567,0.461208313703537,0.8090348839759827,0.47651615738868713
84,0.8138686418533325,0.49416589736938477,0.824435293674469,0.47425031661987305
85,0.8286952376365662,0.46453991532325745,0.8285421133041382,0.44581741094589233
86,0.8387317657470703,0.4519783854484558,0.8377823233604431,0.430988073348999
87,0.8339415788650513,0.4574333131313324,0.8377823233604431,0.43995869159698486
88,0.836906909942627,0.4470873773097992,0.84428471326828,0.415127158164978
89,0.8412408828735352,0.4341924488544464,0.8343600034713745,0.4357350766658783
90,0.8414689898490906,0.4289931356906891,0.8134838938713074,0.4601180851459503
91,0.8179744482040405,0.47091707587242126,0.8305954933166504,0.46234557032585144
92,0.827098548412323,0.4559398293495178,0.841546893119812,0.4200781583786011
93,0.8455747961997986,0.419270396232605,0.846338152885437,0.4128289818763733
94,0.8473996520042419,0.4202471673488617,0.8412046432495117,0.41719233989715576
95,0.845802903175354,0.4285295009613037,0.8504449129104614,0.40468254685401917
96,0.836906909942627,0.4206066429615021,0.8329911231994629,0.4281032979488373
97,0.84375,0.41495877504348755,0.8470225930213928,0.40854907035827637
98,0.8462591171264648,0.4174049496650696,0.8535249829292297,0.3964821696281433
99,0.8485401272773743,0.40998637676239014,0.8518138527870178,0.4066143035888672
100,0.8572080135345459,0.39669501781463623,0.8555783629417419,0.3930126130580902
101,0.8606295585632324,0.3994492292404175,0.841546893119812,0.4101977050304413
102,0.85150545835495,0.41902023553848267,0.8377823233604431,0.42043229937553406
103,0.8638229966163635,0.3915683329105377,0.8278576135635376,0.43751031160354614
104,0.858348548412323,0.40712645649909973,0.8446269631385803,0.4069151282310486
105,0.8588047623634338,0.3999616801738739,0.8350445032119751,0.4302334189414978
106,0.8597171306610107,0.3911774456501007,0.85386723279953,0.388681024312973
107,0.858348548412323,0.3953173756599426,0.8360711932182312,0.425800085067749
108,0.8617700934410095,0.3838474452495575,0.8590006828308105,0.3899308443069458
109,0.8704379796981812,0.37684911489486694,0.8548939228057861,0.3914969861507416
110,0.86724454164505,0.3756221830844879,0.85386723279953,0.39415186643600464
111,0.8544707894325256,0.4001707434654236,0.8497604131698608,0.4046202301979065
112,0.8572080135345459,0.3948683440685272,0.8323066234588623,0.42008697986602783
113,0.8592609763145447,0.38999155163764954,0.8548939228057861,0.3852531611919403
114,0.8697536587715149,0.3746810853481293,0.856605052947998,0.38333502411842346
115,0.8594890236854553,0.384028822183609,0.8418891429901123,0.40594515204429626
116,0.8727189898490906,0.36379432678222656,0.8593429327011108,0.3761232793331146
117,0.8656477928161621,0.3684958517551422,0.8562628626823425,0.3777717649936676
118,0.8622262477874756,0.37439966201782227,0.8617385625839233,0.37644580006599426
119,0.8430656790733337,0.4102920889854431,0.8637919425964355,0.37644532322883606
120,0.8784215450286865,0.3510480225086212,0.8514716029167175,0.3906930387020111
121,0.8759124279022217,0.34441035985946655,0.8607118129730225,0.3822507858276367
122,0.872947096824646,0.3535778522491455,0.8600273728370667,0.375316858291626
123,0.877052903175354,0.34996938705444336,0.8627652525901794,0.3780132532119751
124,0.8736313581466675,0.3631250560283661,0.8449692130088806,0.41982516646385193
125,0.8740875720977783,0.35515710711479187,0.8459959030151367,0.4003230631351471
126,0.8722627758979797,0.362533837556839,0.8624230027198792,0.36895301938056946
127,0.883895993232727,0.33836105465888977,0.8665297627449036,0.36005428433418274
128,0.883895993232727,0.3377586007118225,0.8607118129730225,0.3871423602104187
129,0.8772810101509094,0.341737300157547,0.8665297627449036,0.3623470366001129
130,0.8834397792816162,0.3418161869049072,0.8360711932182312,0.4344640374183655
131,0.889598548412323,0.33718788623809814,0.8370978832244873,0.43305325508117676
132,0.883895993232727,0.33645203709602356,0.8637919425964355,0.36674726009368896
133,0.8893704414367676,0.3276384770870209,0.8511293530464172,0.40321996808052063
134,0.881843090057373,0.3327016532421112,0.8603696227073669,0.3651115596294403
135,0.8861770033836365,0.3391890525817871,0.8590006828308105,0.3737916648387909
136,0.887545645236969,0.3355197310447693,0.8497604131698608,0.4060538709163666
137,0.8934762477874756,0.3172594904899597,0.8730321526527405,0.35375282168388367
138,0.8991788029670715,0.307294636964798,0.8716632723808289,0.36598631739616394
139,0.8996350169181824,0.3112093508243561,0.8730321526527405,0.36031442880630493
140,0.9044252038002014,0.2988486886024475,0.8730321526527405,0.3690795600414276
141,0.8946167826652527,0.31342047452926636,0.8730321526527405,0.35323676466941833
142,0.8966696858406067,0.31895995140075684,0.8723477125167847,0.35119327902793884
143,0.8836678862571716,0.3353780210018158,0.8733744025230408,0.3631421625614166
144,0.9073905348777771,0.29658451676368713,0.8761122226715088,0.3530823290348053
145,0.900547444820404,0.2933393716812134,0.8785078525543213,0.34029215574264526
146,0.9103558659553528,0.2798174023628235,0.8511293530464172,0.4319940507411957
147,0.8914233446121216,0.3247458040714264,0.8788501024246216,0.3467423915863037
148,0.9089872241020203,0.28506743907928467,0.8809034824371338,0.34799057245254517
149,0.9014598727226257,0.28901568055152893,0.8778234124183655,0.35712647438049316
