epoch,accuracy,loss,val_accuracy,val_loss
0,0.5022768378257751,7.94663667678833,0.5081967115402222,1.0786863565444946
1,0.5118396878242493,1.5871902704238892,0.501366138458252,0.8298119902610779
2,0.5145719647407532,1.0077909231185913,0.5433743000030518,0.8146886229515076
3,0.5075136423110962,0.884636402130127,0.5433743000030518,0.8105504512786865
4,0.5129781365394592,0.8357366919517517,0.5447404384613037,0.8041952848434448
5,0.5364298820495605,0.8187312483787537,0.5577185750007629,0.7969399690628052
6,0.5293715596199036,0.8105250000953674,0.5823087692260742,0.7955646514892578
7,0.5368852615356445,0.8013832569122314,0.5720628499984741,0.790079653263092
8,0.5380236506462097,0.7998060584068298,0.5826502442359924,0.7921709418296814
9,0.5341529846191406,0.7967749238014221,0.5823087692260742,0.7866728901863098
10,0.561247706413269,0.7865579128265381,0.5833333134651184,0.7823644876480103
11,0.5573770403862,0.7841519117355347,0.5758196711540222,0.7821447849273682
12,0.5366575717926025,0.7908705472946167,0.5826502442359924,0.7813618779182434
13,0.5469034314155579,0.7821048498153687,0.5836748480796814,0.7766305208206177
14,0.5582877993583679,0.7778688669204712,0.5826502442359924,0.7680274844169617
15,0.5519125461578369,0.783236026763916,0.5973360538482666,0.7779141068458557
16,0.5464481115341187,0.7788172364234924,0.619193971157074,0.7700622081756592
17,0.5712659358978271,0.7711132764816284,0.5894808769226074,0.7652013301849365
18,0.5956284403800964,0.7609331607818604,0.6362704634666443,0.750954806804657
19,0.5835610032081604,0.766387403011322,0.5870901346206665,0.7584517598152161
20,0.6008651852607727,0.7574936151504517,0.6465163826942444,0.7436209917068481
21,0.618397057056427,0.7493929266929626,0.6109972596168518,0.7447643280029297
22,0.6168032884597778,0.7476369738578796,0.6321721076965332,0.7519952058792114
23,0.6031420826911926,0.7509005665779114,0.6366119980812073,0.7305867075920105
24,0.6222677826881409,0.7451637983322144,0.6591529846191406,0.7208225131034851
25,0.6284152865409851,0.7358766198158264,0.6598360538482666,0.7246217131614685
26,0.623633861541748,0.742307722568512,0.6079235076904297,0.7473790049552917
27,0.6061019897460938,0.7470588684082031,0.6646174788475037,0.7149465680122375
28,0.6070127487182617,0.7458131909370422,0.5915300250053406,0.7624430060386658
29,0.5974498987197876,0.7558306455612183,0.6697404384613037,0.7281769514083862
30,0.6416211128234863,0.7268717885017395,0.6113387942314148,0.7331274747848511
31,0.6473132967948914,0.7219589352607727,0.6441256999969482,0.7158861756324768
32,0.6489071249961853,0.7187875509262085,0.6775956153869629,0.6982649564743042
33,0.6552823185920715,0.7112665772438049,0.686816930770874,0.6955901384353638
34,0.6637067198753357,0.7062060236930847,0.5987021923065186,0.7304573059082031
35,0.6673497557640076,0.7089012265205383,0.6704235076904297,0.7050443291664124
36,0.6762295365333557,0.6978051066398621,0.6909152865409851,0.6779945492744446
37,0.6801002025604248,0.6911352872848511,0.6724726557731628,0.6906676292419434
38,0.6734972596168518,0.7032070755958557,0.6765710115432739,0.6806486248970032
39,0.693533718585968,0.684214174747467,0.6994535326957703,0.673335075378418
40,0.693533718585968,0.6794455647468567,0.6407103538513184,0.7014423608779907
41,0.6716758012771606,0.6893252730369568,0.7137978076934814,0.6642683148384094
